CHECKOUT_HEADER_ID_C,MARKET_CODE_C,MARKET_DESC_C,MARKET_GROUP_C,MAJOR_MARKET_CODE_C,CHANNEL_CODE_C,RATE_PLAN_C,SPLIT_RATE_PLAN_C,CONS_GUEST_ID_C,ROOM_NUM_C,ROOM_TYPE_CODE_C,ROOM_TYPE_DESCRIPTION_C,WALK_IN_FLG_C,RESERVATION_CONFIRMATION_NUM_C,RESERVATION_CONFIRMATION_PAGE_C,RESERVATION_STATUS_C,CHECK_IN_DATE_C,CHECK_OUT_DATE_C,LENGTH_OF_STAY_C,NUMBER_OF_ROOMS_C,ADULT_NUM_C,CHILDREN_NUM_C,POV_CODE_C,QUOTED_RATE_C,PMS_ROOM_REV_C,PMS_ROOM_REV_USD_C,PMS_TOTAL_REV_C,PMS_TOTAL_REV_USD_C,PMS_FOOD_BEVERAGE_REV_C,PMS_FOOD_BEVERAGE_REV_USD_C,PMS_OTHER_REV_C,PMS_OTHER_REV_USD_C,WALK_FLAG_C,NO_SHOW_FLAG_C,DUP_INDEX_C,CONFIRMATION_NUM_R,CONFIRMATION_PAGE_R,RESERVATION_DATE_R,ARRIVAL_FLG_R,ARRIVAL_DATE_R,DEPARTURE_DATE_R,DIRECT_NIGHTS_NUM_R,RESERVATION_STATUS_R,ENTRY_TIME_R,ENTRY_HOTEL_CODE_R,LAST_CHANGE_DATE_R,ROOM_TYPE_CODE_R,ROOM_TYPE_DESCRIPTION_R,MAJOR_MARKET_CODE_R,PMS_RATE_CATEGORY_CODE_R,NUM_ROOMS_R,ADULT_NUM_R,CHILDREN_NUM_R,NT_RATE_R,STATE_R,COUNTRY_CODE_R,ETA_R,FLIGHTT_INFO_R,LENGTH_OF_STAY_R,LENGTH_OF_STAY_CATEGORY_R,CALCULATED_NIGHTS_NUM_R,ROOM_NIGHTS_R,STATUS_CALCULATION_R,GROUPS_VS_FIT_R,GUEST_COUNTRY_R,GOLDPASSPORT_FLG_R,MEMBER_STATUS_R,PACE_CATEGORY_R,PACE_R,OFFER_FLG_R,PAST_VS_FUTURE_R,REVENUE_R,REVENUE_USD_R,CHANNEL_CODE_R,e_delivereddate_I,e_delivereddate_adj_I,e_status_I,e_hy_gss_tier_I,e_hy_gss_conf_num_I,e_hy_gss_conf_page_I,e_hy_feedback_type_I,e_hy_gss_rate_plan_code_I,e_country_I,e_hy_gss_check_in_by_I,e_hy_gss_check_out_by_I,e_hy_gss_marketing_emails_ok_yn_I,e_hy_gss_promo_emails_ok_yn_I,e_hy_gss_club_access_yn_I,e_hy_gss_gender_I,e_hy_gss_title_text_I,e_hy_gss_language_I,e_hy_gss_room_floor_I,e_hy_gss_check_in_time_text_I,e_hy_gss_check_out_time_text_I,e_hy_gss_check_in_time_I,e_hy_gss_check_out_time_I,e_checkin_I,e_checkout_I,a_last_seen_page_name_I,a_last_submitted_page_name_I,Survey_ID_H,Response_Date_H,Guest_Checkin_Date_H,Guest_Checkout_Date_H,Length_Stay_H,Guest_State_H,Guest_Country_H,Gender_H,Age_Range_H,POV_H,Language_H,DOE_H,Booking_Location_H,Num_Adults_H,Num_Kids_H,Num_Rooms_H,Conf_Num_Orig_H,Conf_Num_H,Conf_Page_H,Rate_Plan_H,Gross_Rev_H,Net_Rev_H,Room_Rev_H,CC_Type_H,Currency_H,Clublounge_Used_H,Spa_Used_H,GDS_Source_H,Checkin_Length_H,Room_Num_H,Room_Type_H,GP_Tier_H,Status_H,Feedback_Type_H,Mobile_First_H,Mobile_H,Likelihood_Recommend_H,Overall_Sat_H,Guest_Room_H,Tranquility_H,Condition_Hotel_H,Customer_SVC_H,Staff_Cared_H,Internet_Sat_H,Check_In_H,F&B_FREQ_H,F&B_Overall_Experience_H,Internet_Dissat_Lobby_H,Internet_Dissat_Slow_H,Internet_Dissat_Expensive_H,Internet_Dissat_Connectivity_H,Internet_Dissat_Billing_H,Internet_Dissat_Wired_H,Internet_Dissat_Other_H,TV_Internet_General_H,Room_Dissat_Internet_H,eff_date_CC,avail_room_cnt_CC,occ_room_cnt_CC,average_daily_rate_CC,Spirit_PL,Property_ID_PL,Hotel Name-Long_PL,Hotel Name-Short_PL,Award Category_PL,Status_PL,City_PL,State_PL,US Region_PL,Postal Code_PL,Country_PL,Ops Region_PL,Sub-Continent_PL,Property DMA_PL,Property Latitude_PL,Property Longitude_PL,Currency_PL,Dom Int'l_PL,Guest NPS Goal_PL,STR Number_PL,STR Market_PL,Brand_PL,Brand Initial_PL,Club Type_PL,Hotel Inventory_PL,Floors_PL,Total Meeting Space_PL,Union_PL,G#Region_PL,D#Region_PL,Region_PL,Category_PL,Scope of Service_PL,Type_PL,Class_PL,Location_PL,Bucket_PL,Relationship_PL,All Suites_PL,Bell Staff_PL,Boutique_PL,Business Center_PL,Casino_PL,Conference_PL,Convention_PL,Dry-Cleaning_PL,Elevators_PL,Fitness Center_PL,Fitness Trainer_PL,Golf_PL,Indoor Corridors_PL,Laundry_PL,Limo Service_PL,Mini-Bar_PL,Pool-Indoor_PL,Pool-Outdoor_PL,Regency Grand Club_PL,Resort_PL,Restaurant_PL,Self-Parking_PL,Shuttle Service_PL,Ski_PL,Spa_PL,Spa services in fitness center_PL,Spa online booking_PL,Spa F&B offering_PL,Valet Parking_PL,GP_Tier,Sub_Channel_Category,Channel_Category,Booking_Channel,NPS_Type,Stay_Sequence,Stay_Sequence_Brand,Completed_Survey_Sequence,Days_Since_Last_Stay,Days_Until_Next_Stay
107478452,HOTL,HOTE,OTHER,TRANSIENT,DIR-BANGH,WEDD1  ,WEDD1,215008185,2008,EXCK,Grand Executive Suite King,N,53984808,1,CHECKED OUT,1/1/2015,1/1/2015,,,2,,LEISURE,4418.01,3858,117.08,968220,29383.98,964362,29266.9,0,0,,,1,53984808,1,12/17/2014 0:00,1,1/1/2015,1/2/2015,1,SHARE,22:50:04,BANGH,12/17/2014 0:00,EXCK,GRAND EXEC STE K,TRANSIENT,HTL1,1,2,,4418.01,,THAILAND,14:00,,1,0-4,1,1,Confirmed,FIT,THAILAND,GP No,,15-21 Days,15,N,Future,4418.01,133.77,DIR-BANGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/2015,380,366,219.57,BANGH,3116,Grand Hyatt Erawan Bangkok,GH Bangkok,4,Open,Bangkok,,,,Thailand,ASPAC,Southeastern Asia,,13.739918,100.540242,THB,International,56,111257,Bangkok,Grand Hyatt,GH,Grand Club,380,15,32831,No,Southeast Asia,Asia Pacific,Asia Pacific,Full Service,FS,Business,Luxury Class,Urban,,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,Y,Y,Y,,Direct,Hotel,Hotel,,,,,,
107479085,WHLS,TOUR,WHOLESALE,TRANSIENT,27,WNETH1,WNET,215300031,2308,CLBK,Club King,N,54450578,1,CHECKED OUT,12/31/2014,1/1/2015,1,1,2,,BUSINESS,84,136.15,211.47,152.81,237.41,16.66,25.94,0,0,,,1,54450578,1,12/29/2014 0:00,1,1/5/2015,1/5/2015,,CANCEL,12:21:17,OMGDS,12/31/2014 0:00,KING,KING ROOM       ,TRANSIENT,WNET,1,2,,84,,,0:00,,,0-4,,,Cancelled,FIT,,GP No,,4-7 Days,7,N,Future,84,130.6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRMI,3044,Hyatt Regency Birmingham,HR Birmingham,3,Open,Birmingham,,,,United Kingdom,Europe,Northern Europe,,52.478198,-1.908702,GBP,International,59,111286,West Midlands,Hyatt Regency,HR,Regency Club,319,24,5165,No,UK/Ireland,EAME & SW Asia,Europe,Full Service,FS,Convention,Upper Upscale Class,Suburban,0,Owned,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,,Y,Y,Y,,Internet,Electronic Distribution,Internet,,,,,,
107479165,VOLM,VOLU,VOLUME,TRANSIENT,AA,NG0114  ,NG0114,45179732,627,1VWK,Lake View King,N,53821153,1,CHECKED OUT,1/1/2015,1/1/2015,,,1,,BUSINESS,6500,6200,97.75,6500,102.48,0,0,300,4.72,,,1,53821153,1,12/15/2014 0:00,1,1/1/2015,1/2/2015,1,CONFRM,10:10:36,OMGDS,12/15/2014 0:00,1VWK,LAKE VIEW KING  ,TRANSIENT,VOL1,1,1,,6500,CA,UNITED STATES,0,,1,0-4,1,1,Confirmed,FIT,UNITED STATES,GP Yes,Gold,15-21 Days,17,N,Future,6500,103.71,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/2015,143,88,69.3,BLRHY,38001,Hyatt Bangalore MG Road,HY Bangalore,3,Open,Bangalore,,,,India,ASPAC,Central & South Asia,,12.973455,77.621801,INR,International,27,150346,South India,Hyatt,HY,,143,11,2342,No,South Asia,EAME & SW Asia,Asia Pacific,Full Service,FS,Business,Upper Upscale Class,Suburban,,Managed,N,,N,,N,N,N,,,,,N,Y,,,,,,,N,Y,,,N,Y,,,,,Gold,GDS,Electronic Distribution,GDS,,5,1,,23,26
107822129,RACK,RACK,RACK,TRANSIENT,DIR-DENCC,RACKP1,RACK,215369404,2733,KING,Guest Room King,N,54715119,1,CHECKED OUT,1/4/2015,1/5/2015,1,1,1,,BUSINESS,149,149,149,149,149,0,0,0,0,,,1,54715119,1,1/4/2015 0:00,1,1/4/2015,1/5/2015,1,CONFRM,23:20:29,DENCC,1/4/2015 0:00,KING,KING BED        ,TRANSIENT,RACK,1,1,,149,CO,,,,1,0-4,1,1,Confirmed,FIT,UNITED STATES,GP No,,0-3 Days,0,N,Past,149,149,DIR-DENCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/4/2015,1100,694,115.36,DENCC,3457,Hyatt Regency Denver,HR Denver Convention,3,Open,Denver,Colorado,West,80202,United States,Americas,North America,"DENVER, CO",39.743325,-104.993712,USD,Domestic,66,53124,"Denver, CO",Hyatt Regency,HR,Regency Club,1100,37,59572,Yes,Southwest,Americas,Americas,Full Service,FS,Convention,Upper Upscale Class,Urban,Americas - Primary Convention,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,Y,,,Y,,Direct,Hotel,Hotel,,,,,,
108689616,WHLS,TOUR,WHOLESALE,TRANSIENT,C00HN,WZADPR1,WZADP,,903,KING,Andaz King,N,54446175,1,CHECKED OUT,1/16/2015,1/18/2015,2,1,1,,BUSINESS,122.72,245.44,245.44,245.44,245.44,0,0,0,0,,,1,54446175,1,12/29/2014 0:00,1,1/16/2015,1/18/2015,2,CONFRM,11:15:49,OMGDS,12/29/2014 0:00,KING,ANDAZ KING      ,TRANSIENT,WADP,1,1,,122.72,,,0,,2,0-4,2,2,Confirmed,FIT,,GP No,,15-21 Days,18,N,Future,245.44,245.44,C00HN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYCAW,3832,Andaz Wall Street,AZ Wall Street,8,Open,New York,New York,Northeast,10005,United States,Americas,North America,"NEW YORK, NY",40.705179,-74.008019,USD,Domestic,62,58268,"New York, NY",Andaz,AZ,,253,10,7096,Yes,Northeast,Americas,Americas,Full Service,FS,Business,Luxury Class,Urban,Americas - Andaz,Managed,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,,N,N,N,,Internet,Electronic Distribution,Internet,,,,,,
108689618,RACK,RACK,RACK,TRANSIENT,C0028,RACKR1,RACK,52784013,1617,KING,Andaz King,N,54517319,1,CHECKED OUT,1/16/2015,1/18/2015,2,1,1,,LEISURE,195,390,390,390,390,0,0,0,0,,,1,54517319,1,12/30/2014 0:00,1,1/16/2015,1/18/2015,2,CONFRM,13:50:50,OMGDS,1/15/2015 0:00,KING,ANDAZ KING      ,TRANSIENT,RACK,1,1,,195,MA,UNITED STATES,0,,2,0-4,2,2,Confirmed,FIT,UNITED STATES,GP Yes,Platinum,15-21 Days,17,N,Past,390,390,C0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYCAW,3832,Andaz Wall Street,AZ Wall Street,8,Open,New York,New York,Northeast,10005,United States,Americas,North America,"NEW YORK, NY",40.705179,-74.008019,USD,Domestic,62,58268,"New York, NY",Andaz,AZ,,253,10,7096,Yes,Northeast,Americas,Americas,Full Service,FS,Business,Luxury Class,Urban,Americas - Andaz,Managed,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,,N,N,N,Platinum,Hyatt.com,Electronic Distribution,Digital Channels,,34,14,,26,
108689620,RACK,RACK,RACK,TRANSIENT,RES-MARRO,ADPRX1,ADPR,215345294,1025,EXCK,Andaz Suite,N,54676442,1,CHECKED OUT,1/16/2015,1/18/2015,2,1,1,,LEISURE,155,310,310,336,336,26,26,0,0,,,1,54676442,1,1/3/2015 0:00,1,1/16/2015,1/18/2015,2,CONFRM,14:53:41,MARRO,1/3/2015 0:00,KING,ANDAZ KING      ,TRANSIENT,VOLM,1,1,,155,NY,UNITED STATES,7:00 AM,,2,0-4,2,2,Confirmed,FIT,UNITED STATES,GP No,,8-14 Days,13,N,Future,310,310,RES-MARRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYCAW,3832,Andaz Wall Street,AZ Wall Street,8,Open,New York,New York,Northeast,10005,United States,Americas,North America,"NEW YORK, NY",40.705179,-74.008019,USD,Domestic,62,58268,"New York, NY",Andaz,AZ,,253,10,7096,Yes,Northeast,Americas,Americas,Full Service,FS,Business,Luxury Class,Urban,Americas - Andaz,Managed,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,,N,N,N,,Toll Free Calls,Global Contact Center,Global Contact Center,,,,,,
107480620,WHLS,TOUR,WHOLESALE,TRANSIENT,C00HN,WZADPS1,WZADP,,713,KING,Guest Room King,N,51620614,1,CHECKED OUT,1/1/2015,1/1/2015,,,3,,BUSINESS,90.05,90.05,90.05,90.05,90.05,0,0,0,0,,,1,51620614,1,11/2/2014 0:00,1,1/1/2015,1/2/2015,1,CONFRM,16:41:19,OMGDS,11/2/2014 0:00,DDBL,2 DOUBLE BEDS   ,TRANSIENT,WADP,1,3,,90.05,,,0,,1,0-4,1,1,Confirmed,FIT,,GP No,,31-60 Days,60,N,Future,90.05,90.05,C00HN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/2015,396,129,87,BUFFA,3021,Hyatt Regency Buffalo,HR Buffalo,2,Open,Buffalo,New York,Northeast,14202,United States,Americas,North America,"BUFFALO, NY",42.888212,-78.874254,USD,Domestic,52,5801,"Buffalo, NY",Hyatt Regency,HR,,394,16,18152,Yes,Northeast,Americas,Americas,Full Service,FS,Convention,Upper Upscale Class,Urban,Americas - Secondary Convention,Managed,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,,N,Y,Y,,Internet,Electronic Distribution,Internet,,,,,,
107480824,CONV,CONV,CONVENTION,CONVENTION,85,G-SENS  ,G-SENS,215290846,1117,KING,Guest Room King,N,54456429,1,CHECKED OUT,1/1/2015,1/2/2015,1,1,1,,BUSINESS,89,89,89,89,89,0,0,0,0,,,1,54456429,1,12/29/2014 0:00,1,1/1/2015,1/2/2015,1,CANCEL,13:51:04,OMGDS,12/31/2014 0:00,DDBL,2 DOUBLE BEDS   ,CONVENTION,SENS,1,1,,89,NY,UNITED STATES,,,1,0-4,1,1,Cancelled,Groups,UNITED STATES,GP No,,0-3 Days,3,N,Past,89,89,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/2015,396,129,87,BUFFA,3021,Hyatt Regency Buffalo,HR Buffalo,2,Open,Buffalo,New York,Northeast,14202,United States,Americas,North America,"BUFFALO, NY",42.888212,-78.874254,USD,Domestic,52,5801,"Buffalo, NY",Hyatt Regency,HR,,394,16,18152,Yes,Northeast,Americas,Americas,Full Service,FS,Convention,Upper Upscale Class,Urban,Americas - Secondary Convention,Managed,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,,N,Y,Y,,Electronic Rooming List,Electronic Distribution,Digital Channels,,,,,,
107480866,RACK,RACK,RACK,TRANSIENT,C0028,RACKS1,RACK,77583775,1109,DDBL,Guest Room Double,N,54610623,1,CHECKED OUT,1/2/2015,1/2/2015,,,2,,LEISURE,99,0,0,99,99,0,0,99,99,,Y,1,54610623,1,1/1/2015 0:00,1,1/1/2015,1/2/2015,1,SHARE,18:54:42,OMGDS,1/1/2015 0:00,DDBL,2 DOUBLE BEDS   ,TRANSIENT,RACK,1,2,,99,NY,UNITED STATES,0,,1,0-4,1,1,Confirmed,FIT,UNITED STATES,GP Yes,Diamond,0-3 Days,0,N,Past,99,99,C0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/2015,396,129,87,BUFFA,3021,Hyatt Regency Buffalo,HR Buffalo,2,Open,Buffalo,New York,Northeast,14202,United States,Americas,North America,"BUFFALO, NY",42.888212,-78.874254,USD,Domestic,52,5801,"Buffalo, NY",Hyatt Regency,HR,,394,16,18152,Yes,Northeast,Americas,Americas,Full Service,FS,Convention,Upper Upscale Class,Urban,Americas - Secondary Convention,Managed,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,,N,Y,Y,Diamond,Hyatt.com,Electronic Distribution,Digital Channels,,7,3,,111,
107818445,WHLS,TOUR,WHOLESALE,TRANSIENT,C00HN,WZAPRR1,WZAPR,215352784,2608,KING,Park King,N,54221251,1,CHECKED OUT,1/4/2015,1/6/2015,2,1,2,,BUSINESS,184800,369600,333.46,369600,333.46,0,0,0,0,,,1,54221251,1,12/22/2014 0:00,1,1/4/2015,1/6/2015,2,CONFRM,23:19:29,OMGDS,12/22/2014 0:00,KING,PARK KING       ,TRANSIENT,WQ3D,1,2,,184800,,,0,,2,0-4,2,2,Confirmed,FIT,,GP No,,8-14 Days,13,N,Future,369600,335.6,C00HN,1/8/2015 14:24,1/9/2015 7:24,DELIVERY_BOUNCED,,54221251,1,GSS,WZAPRR,Korea,FOEALEE,FOMSON,,,N,,,,,,,,,1/4/2015,1/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/4/2015,269,65,250.33,BUSPH,24001,Park Hyatt Busan,PH Busan,4,Open,Busan,,,,South Korea,ASPAC,Northeastern Asia,,35.1575,129.144444,KRW,International,55,203422,South Korea,Park Hyatt,PH,,269,33,9752,No,North Asia,Asia Pacific,Asia Pacific,Full Service,FS,Business,Luxury Class,Urban,,Managed,N,,N,,N,N,N,,,,,N,Y,,,,,,,N,Y,,,N,Y,,,,,,Internet,Electronic Distribution,Internet,,,,,,
107818446,RACK,RACK,RACK,TRANSIENT,DIR-BUSPH,PKGAWAR1,PKGAWA,61358348,1902,1VWK,Ocean View King,N,54269460,1,CHECKED OUT,1/5/2015,1/6/2015,1,1,2,,BUSINESS,370000,310000,279.68,374091,337.32,60000,53.95,4091,3.69,,,1,54269460,1,12/23/2014 0:00,1,1/5/2015,1/6/2015,1,CONFRM,18:56:43,BUSPH,12/23/2014 0:00,1VWK,OCEAN VW KING   ,TRANSIENT,PKG1,1,1,,370000,,SOUTH KOREA,0,,1,0-4,1,1,Confirmed,FIT,SOUTH KOREA,GP Yes,Platinum,8-14 Days,13,N,Future,370000,336.51,DIR-BUSPH,1/8/2015 14:25,1/9/2015 7:25,DELIVERED_NO_REMINDER,PLAT,54269460,1,GSS,PKGAWA,Korea,FOJLEE,FOJLEE,,,N,,,,,,,,,1/5/2015,1/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUSPH,24001,Park Hyatt Busan,PH Busan,4,Open,Busan,,,,South Korea,ASPAC,Northeastern Asia,,35.1575,129.144444,KRW,International,55,203422,South Korea,Park Hyatt,PH,,269,33,9752,No,North Asia,Asia Pacific,Asia Pacific,Full Service,FS,Business,Luxury Class,Urban,,Managed,N,,N,,N,N,N,,,,,N,Y,,,,,,,N,Y,,,N,Y,,,,,Platinum,Direct,Hotel,Hotel,,7,7,,15,
107483022,DISC,DISC,DISCOUNT,TRANSIENT,DIR-DOHGH,DRTEK1,DRTE,93048461,103,TWIN,Grand Twin Room,N,54547846,1,CHECKED OUT,1/1/2015,1/1/2015,,,1,,LEISURE,752.5,752.5,206.44,787.5,216.04,35,9.6,0,0,,,1,54547846,1,12/31/2014 0:00,1,1/1/2015,1/2/2015,1,CONFRM,2:41:04,DOHGH,12/31/2014 0:00,KING,GRAND KING      ,TRANSIENT,DRTE,1,1,,752.5,,QATAR,9:00,,1,0-4,1,1,Confirmed,FIT,QATAR,GP Yes,Gold,0-3 Days,1,N,Past,752.5,206.45,DIR-DOHGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/2015,340,311,263.46,DOHGH,3789,Grand Hyatt Doha,GH Doha,4,Open,Doha,,,,Qatar,Americas,Middle East,,25.29161,51.530437,QAR,International,50,157036,Qatar,Grand Hyatt,GH,Grand Club,340,6,23207,No,Other SW Asia,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Luxury Class,Suburban,0,Managed,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,,Y,N,Y,Gold,Direct,Hotel,Hotel,,1,1,,,
107483028,VOLM,VOLU,VOLUME,TRANSIENT,DIR-DOHGH,NG0103  ,NG0103,92535756,482,1VWK,Sea View King Room,N,54550503,1,CHECKED OUT,12/31/2014,1/1/2015,1,1,1,,BUSINESS,800,700,192.04,900,246.9,100,27.43,100,27.43,,,1,54550503,1,12/31/2014 0:00,1,1/1/2015,1/2/2015,1,CONFRM,5:31:03,DOHGH,12/31/2014 0:00,KING,GRAND KING      ,TRANSIENT,VOL2,1,1,,800,,QATAR,15:00,,1,0-4,1,1,Confirmed,FIT,QATAR,GP Yes,Gold,0-3 Days,1,N,Past,800,219.48,DIR-DOHGH,1/3/2015 14:33,1/4/2015 1:33,DELIVERED_NO_REMINDER,GOLD,54550503,1,GSS,NG0103,Qatar,FOAMOU,4003459,,,N,,,,,,,,,12/31/2014,1/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/2015,340,311,263.46,DOHGH,3789,Grand Hyatt Doha,GH Doha,4,Open,Doha,,,,Qatar,Americas,Middle East,,25.29161,51.530437,QAR,International,50,157036,Qatar,Grand Hyatt,GH,Grand Club,340,6,23207,No,Other SW Asia,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Luxury Class,Suburban,0,Managed,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,,Y,N,Y,Gold,Direct,Hotel,Hotel,,2,2,,80,
107484494,VOLM,VOLU,VOLUME,TRANSIENT,DIR-EWRRN,STRESF  ,STRESF,215295647,216,ADDT,ADA Double Tub,N,54594093,1,CHECKED OUT,1/1/2015,1/1/2015,,,1,,BUSINESS,99,155,155,155,155,0,0,0,0,,,1,54594093,1,1/1/2015 0:00,1,1/1/2015,1/1/2015,,CONFRM,1:49:49,EWRRN,1/1/2015 0:00,KING,1 KING BED      ,TRANSIENT,VOL1,1,1,,99,NJ,UNITED STATES,,,,0-4,,,Confirmed,FIT,UNITED STATES,GP No,,0-3 Days,0,N,Past,99,99,DIR-EWRRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/2015,288,72,104.6,EWRRN,3390,Hyatt Regency New Brunswick,HR New Brunswick,2,Open,New Brunswick,New Jersey,Northeast,8901,United States,Americas,North America,"NEW YORK, NY",40.496225,-74.441136,USD,Domestic,52,5799,Central New Jersey,Hyatt Regency,HR,,288,7,26956,No,Northeast,Americas,Americas,Full Service,FS,Business,Upper Upscale Class,Suburban,Americas - Small Business,Managed,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,,,Y,,Direct,Hotel,Hotel,,,,,,
107485866,RACK,RACK,RACK,TRANSIENT,DIR-INDRI,RACKR1,RACK,215295589,1825,CLBD,Regency Club Double,N,54593981,1,CHECKED OUT,12/31/2014,1/1/2015,1,1,1,,LEISURE,119,0,0,0,0,0,0,0,0,,,1,54593981,1,1/1/2015 0:00,1,1/1/2015,1/1/2015,,CONFRM,1:38:23,INDRI,1/1/2015 0:00,DDBL,2 DOUBLE BEDS   ,TRANSIENT,RACK,1,1,,119,IN,UNITED STATES,,,,0-4,,,Confirmed,FIT,UNITED STATES,GP No,,0-3 Days,0,N,Past,119,119,DIR-INDRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/2015,499,37,97.38,INDRI,3014,Hyatt Regency Indianapolis,HR Indianapolis,2,Open,Indianapolis,Indiana,Midwest,46204,United States,Americas,North America,"INDIANAPOLIS, IN",39.766279,-86.161005,USD,Domestic,55,5786,"Indianapolis, IN",Hyatt Regency,HR,Regency Club,499,20,34022,No,Central,Americas,Americas,Full Service,FS,Convention,Upper Upscale Class,Urban,Americas - Secondary Convention,Owned,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,N,,,Y,,Direct,Hotel,Hotel,,,,,,
